date,product,types,price,predicted_price,discount,festivals
2024-01-07,product6,toy,139.46,139.46,0.0,nan
2024-01-07,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-07,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-07,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-07,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-07,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-07,product4,sport,3210.94,3210.94,0.0,nan
2024-01-08,product6,toy,139.46,139.46,0.0,nan
2024-01-08,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-08,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-08,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-08,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-08,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-08,product4,sport,3210.94,3210.94,0.0,nan
2024-01-09,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-09,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-09,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-09,product4,sport,3210.94,3210.94,0.0,nan
2024-01-09,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-09,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-09,product6,toy,139.46,139.46,0.0,nan
2024-01-10,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-10,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-10,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-10,product4,sport,3210.94,3210.94,0.0,nan
2024-01-10,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-10,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-10,product6,toy,139.46,139.46,0.0,nan
2024-01-11,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-11,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-11,product6,toy,139.46,139.46,0.0,nan
2024-01-11,product4,sport,3210.94,3210.94,0.0,nan
2024-01-11,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-11,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-11,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-12,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-12,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-12,product4,sport,3210.94,3210.94,0.0,nan
2024-01-12,product6,toy,139.46,139.46,0.0,nan
2024-01-12,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-12,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-12,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-13,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-13,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-13,product4,sport,3210.94,3210.94,0.0,nan
2024-01-13,product6,toy,139.46,139.46,0.0,nan
2024-01-13,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-13,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-13,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-14,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-14,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-14,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-14,product4,sport,3210.94,3210.94,0.0,nan
2024-01-14,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-14,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-14,product6,toy,139.46,139.46,0.0,nan
2024-01-15,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-15,product6,toy,139.46,139.46,0.0,nan
2024-01-15,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-15,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-15,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-15,product4,sport,3210.94,3210.94,0.0,nan
2024-01-15,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-16,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-16,product4,sport,3210.94,3210.94,0.0,nan
2024-01-16,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-16,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-16,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-16,product6,toy,139.46,139.46,0.0,nan
2024-01-16,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-17,product6,toy,139.46,139.46,0.0,nan
2024-01-17,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-17,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-17,product4,sport,3210.94,3210.94,0.0,nan
2024-01-17,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-17,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-17,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-18,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-18,product4,sport,3210.94,3210.94,0.0,nan
2024-01-18,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-18,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-18,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-18,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-18,product6,toy,139.46,139.46,0.0,nan
2024-01-19,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-19,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-19,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-19,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-19,product4,sport,3210.94,3210.94,0.0,nan
2024-01-19,product6,toy,139.46,139.46,0.0,nan
2024-01-19,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-20,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-20,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-20,product6,toy,139.46,139.46,0.0,nan
2024-01-20,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-20,product4,sport,3210.94,3210.94,0.0,nan
2024-01-20,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-20,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-21,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-21,product6,toy,139.46,139.46,0.0,nan
2024-01-21,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-21,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-21,product4,sport,3210.94,3210.94,0.0,nan
2024-01-21,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-21,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-22,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-22,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-22,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-22,product4,sport,3210.94,3210.94,0.0,nan
2024-01-22,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-22,product6,toy,139.46,139.46,0.0,nan
2024-01-22,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-23,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-23,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-23,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-23,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-23,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-23,product6,toy,139.46,139.46,0.0,nan
2024-01-23,product4,sport,3210.94,3210.94,0.0,nan
2024-01-24,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-24,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-24,product6,toy,139.46,139.46,0.0,nan
2024-01-24,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-24,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-24,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-24,product4,sport,3210.94,3210.94,0.0,nan
2024-01-25,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-25,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-25,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-25,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-25,product6,toy,139.46,139.46,0.0,nan
2024-01-25,product4,sport,3210.94,3210.94,0.0,nan
2024-01-25,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-26,product4,sport,3210.94,3210.94,0.0,nan
2024-01-26,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-26,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-26,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-26,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-26,product6,toy,139.46,139.46,0.0,nan
2024-01-26,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-27,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-27,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-27,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-27,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-27,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-27,product6,toy,139.46,139.46,0.0,nan
2024-01-27,product4,sport,3210.94,3210.94,0.0,nan
2024-01-28,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-28,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-28,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-28,product4,sport,3210.94,3210.94,0.0,nan
2024-01-28,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-28,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-28,product6,toy,139.46,139.46,0.0,nan
2024-01-29,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-29,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-29,product6,toy,139.46,139.46,0.0,nan
2024-01-29,product4,sport,3210.94,3210.94,0.0,nan
2024-01-29,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-29,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-29,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-30,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-30,product6,toy,139.46,139.46,0.0,nan
2024-01-30,product5,"toy,watch",8.58,8.58,0.0,nan
2024-01-30,product4,sport,3210.94,3210.94,0.0,nan
2024-01-30,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-30,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-30,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-31,product3,"phone,sport",220.18,220.18,0.0,nan
2024-01-31,Durian Fruit,fruit,23.65,23.65,0.0,nan
2024-01-31,product2,"watch,sport",456.72,456.72,0.0,nan
2024-01-31,product6,toy,139.46,139.46,0.0,nan
2024-01-31,product4,sport,3210.94,3210.94,0.0,nan
2024-01-31,Mango Fruit,fruit,13.12,13.12,0.0,nan
2024-01-31,product5,"toy,watch",8.58,8.58,0.0,nan
2024-02-01,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-01,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-01,product4,sport,3910.01,3910.01,0.0,nan
2024-02-01,product6,toy,127.28,127.28,0.0,nan
2024-02-01,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-01,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-01,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-02,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-02,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-02,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-02,product4,sport,3910.01,3910.01,0.0,nan
2024-02-02,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-02,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-02,product6,toy,127.28,127.28,0.0,nan
2024-02-03,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-03,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-03,product4,sport,3910.01,3910.01,0.0,nan
2024-02-03,product6,toy,127.28,127.28,0.0,nan
2024-02-03,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-03,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-03,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-04,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-04,product6,toy,127.28,127.28,0.0,nan
2024-02-04,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-04,product4,sport,3910.01,3910.01,0.0,nan
2024-02-04,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-04,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-04,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-05,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-05,product4,sport,3910.01,3910.01,0.0,nan
2024-02-05,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-05,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-05,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-05,product6,toy,127.28,127.28,0.0,nan
2024-02-05,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-06,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-06,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-06,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-06,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-06,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-06,product6,toy,127.28,127.28,0.0,nan
2024-02-06,product4,sport,3910.01,3910.01,0.0,nan
2024-02-07,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-07,product4,sport,3910.01,3910.01,0.0,nan
2024-02-07,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-07,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-07,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-07,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-07,product6,toy,127.28,127.28,0.0,nan
2024-02-08,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-08,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-08,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-08,product6,toy,127.28,127.28,0.0,nan
2024-02-08,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-08,product4,sport,3910.01,3910.01,0.0,nan
2024-02-08,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-09,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-09,product6,toy,127.28,127.28,0.0,nan
2024-02-09,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-09,product4,sport,3910.01,3910.01,0.0,nan
2024-02-09,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-09,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-09,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-10,product3,"phone,sport",209.14,172.82,17.37,Chinese New Year
2024-02-10,Durian Fruit,fruit,26.39,26.39,0.0,Chinese New Year
2024-02-10,product2,"watch,sport",427.5,358.02,16.25,Chinese New Year
2024-02-10,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-10,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-10,Mango Fruit,fruit,13.72,13.72,0.0,Chinese New Year
2024-02-10,product5,"toy,watch",7.78,6.59,15.33,Chinese New Year
2024-02-11,Durian Fruit,fruit,27.79,27.79,0.0,Chinese New Year
2024-02-11,product2,"watch,sport",427.5,359.44,15.92,Chinese New Year
2024-02-11,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-11,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-11,product5,"toy,watch",7.78,6.43,17.32,Chinese New Year
2024-02-11,Mango Fruit,fruit,14.05,14.05,0.0,Chinese New Year
2024-02-11,product3,"phone,sport",209.14,181.63,13.16,Chinese New Year
2024-02-12,Durian Fruit,fruit,27.86,27.86,0.0,Chinese New Year
2024-02-12,product2,"watch,sport",427.5,383.25,10.35,Chinese New Year
2024-02-12,product3,"phone,sport",209.14,179.28,14.28,Chinese New Year
2024-02-12,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-12,product5,"toy,watch",7.78,6.72,13.68,Chinese New Year
2024-02-12,Mango Fruit,fruit,13.94,13.94,0.0,Chinese New Year
2024-02-12,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-13,product3,"phone,sport",209.14,170.53,18.46,Chinese New Year
2024-02-13,product2,"watch,sport",427.5,345.48,19.19,Chinese New Year
2024-02-13,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-13,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-13,Mango Fruit,fruit,13.79,13.79,0.0,Chinese New Year
2024-02-13,product5,"toy,watch",7.78,6.26,19.49,Chinese New Year
2024-02-13,Durian Fruit,fruit,27.05,27.05,0.0,Chinese New Year
2024-02-14,Mango Fruit,fruit,14.51,14.51,0.0,Chinese New Year
2024-02-14,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-14,product5,"toy,watch",7.78,6.84,12.13,Chinese New Year
2024-02-14,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-14,product3,"phone,sport",209.14,180.85,13.53,Chinese New Year
2024-02-14,Durian Fruit,fruit,26.78,26.78,0.0,Chinese New Year
2024-02-14,product2,"watch,sport",427.5,348.69,18.44,Chinese New Year
2024-02-15,product2,"watch,sport",427.5,346.29,19.0,Chinese New Year
2024-02-15,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-15,product3,"phone,sport",209.14,180.63,13.63,Chinese New Year
2024-02-15,Durian Fruit,fruit,26.71,26.71,0.0,Chinese New Year
2024-02-15,product5,"toy,watch",7.78,6.27,19.37,Chinese New Year
2024-02-15,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-15,Mango Fruit,fruit,14.66,14.66,0.0,Chinese New Year
2024-02-16,product6,toy,127.28,127.28,0.0,Chinese New Year
2024-02-16,product2,"watch,sport",427.5,377.0,11.81,Chinese New Year
2024-02-16,product3,"phone,sport",209.14,169.55,18.93,Chinese New Year
2024-02-16,Durian Fruit,fruit,27.03,27.03,0.0,Chinese New Year
2024-02-16,product5,"toy,watch",7.78,6.95,10.66,Chinese New Year
2024-02-16,Mango Fruit,fruit,13.94,13.94,0.0,Chinese New Year
2024-02-16,product4,sport,3910.01,3910.01,0.0,Chinese New Year
2024-02-17,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-17,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-17,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-17,product4,sport,3910.01,3910.01,0.0,nan
2024-02-17,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-17,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-17,product6,toy,127.28,127.28,0.0,nan
2024-02-18,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-18,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-18,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-18,product4,sport,3910.01,3910.01,0.0,nan
2024-02-18,product6,toy,127.28,127.28,0.0,nan
2024-02-18,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-18,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-19,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-19,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-19,product6,toy,127.28,127.28,0.0,nan
2024-02-19,product4,sport,3910.01,3910.01,0.0,nan
2024-02-19,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-19,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-19,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-20,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-20,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-20,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-20,product6,toy,127.28,127.28,0.0,nan
2024-02-20,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-20,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-20,product4,sport,3910.01,3910.01,0.0,nan
2024-02-21,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-21,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-21,product4,sport,3910.01,3910.01,0.0,nan
2024-02-21,product6,toy,127.28,127.28,0.0,nan
2024-02-21,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-21,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-21,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-22,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-22,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-22,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-22,product4,sport,3910.01,3910.01,0.0,nan
2024-02-22,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-22,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-22,product6,toy,127.28,127.28,0.0,nan
2024-02-23,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-23,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-23,product6,toy,127.28,127.28,0.0,nan
2024-02-23,product4,sport,3910.01,3910.01,0.0,nan
2024-02-23,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-23,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-23,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-24,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-24,product6,toy,127.28,127.28,0.0,nan
2024-02-24,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-24,product4,sport,3910.01,3910.01,0.0,nan
2024-02-24,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-24,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-24,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-25,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-25,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-25,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-25,product4,sport,3910.01,3910.01,0.0,nan
2024-02-25,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-25,product6,toy,127.28,127.28,0.0,nan
2024-02-25,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-26,product6,toy,127.28,127.28,0.0,nan
2024-02-26,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-26,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-26,product4,sport,3910.01,3910.01,0.0,nan
2024-02-26,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-26,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-26,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-27,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-27,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-27,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-27,product6,toy,127.28,127.28,0.0,nan
2024-02-27,product4,sport,3910.01,3910.01,0.0,nan
2024-02-27,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-27,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-28,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-28,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-28,product3,"phone,sport",209.14,209.14,0.0,nan
2024-02-28,product4,sport,3910.01,3910.01,0.0,nan
2024-02-28,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-28,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-28,product6,toy,127.28,127.28,0.0,nan
2024-02-29,Durian Fruit,fruit,24.58,24.58,0.0,nan
2024-02-29,product2,"watch,sport",427.5,427.5,0.0,nan
2024-02-29,product4,sport,3910.01,3910.01,0.0,nan
2024-02-29,product6,toy,127.28,127.28,0.0,nan
2024-02-29,product5,"toy,watch",7.78,7.78,0.0,nan
2024-02-29,Mango Fruit,fruit,13.06,13.06,0.0,nan
2024-02-29,product3,"phone,sport",209.14,209.14,0.0,nan
2024-03-01,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-01,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-01,product4,sport,3156.4,3156.4,0.0,nan
2024-03-01,product6,toy,132.98,132.98,0.0,nan
2024-03-01,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-01,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-01,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-02,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-02,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-02,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-02,product4,sport,3156.4,3156.4,0.0,nan
2024-03-02,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-02,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-02,product6,toy,132.98,132.98,0.0,nan
2024-03-03,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-03,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-03,product4,sport,3156.4,3156.4,0.0,nan
2024-03-03,product6,toy,132.98,132.98,0.0,nan
2024-03-03,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-03,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-03,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-04,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-04,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-04,product6,toy,132.98,132.98,0.0,nan
2024-03-04,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-04,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-04,product4,sport,3156.4,3156.4,0.0,nan
2024-03-04,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-05,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-05,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-05,product6,toy,132.98,132.98,0.0,nan
2024-03-05,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-05,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-05,product4,sport,3156.4,3156.4,0.0,nan
2024-03-05,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-06,product6,toy,132.98,132.98,0.0,nan
2024-03-06,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-06,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-06,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-06,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-06,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-06,product4,sport,3156.4,3156.4,0.0,nan
2024-03-07,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-07,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-07,product3,"phone,sport",192.9,192.9,0.0,nan
2024-03-07,product4,sport,3156.4,3156.4,0.0,nan
2024-03-07,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-07,Mango Fruit,fruit,13.19,13.19,0.0,nan
2024-03-07,product6,toy,132.98,132.98,0.0,nan
2024-03-08,product5,"toy,watch",8.15,8.15,0.0,nan
2024-03-08,Durian Fruit,fruit,26.37,26.37,0.0,nan
2024-03-08,product2,"watch,sport",482.81,482.81,0.0,nan
2024-03-08,product4,sport,3156.4,3156.4,0.0,nan
2024-03-08,product6,toy,132.98,132.98,0.0,nan
2024-03-08,Mango Fruit,fruit,13.19,13.19,0.0,nan
